UniqueCount	AmbigCount
51	1770
197	0
73	7428
26	7426
513	6906
171	375
85	374
74	343
89	233
52	2608
23	2417
200	2608
1811	3025
21	3277
44	534
19	871
4	872
125	835
213	176
275	309
24	2185
85	13061
91	12543
0	8677
69	12375
0	21816
46	2215
59	4732
209	2098
15	7500
313	2133
578	22145
361	1229
0	22733
75	21739
199	335
44	2
159	18962
53	1580
78	1558
129	1638
86	4698
66	1275
37	1585
75	791
645	2114
0	3793
690	3313
31	939
151	1152
38	1210
100	946
166	0
36	469
67	478
72	20
88	371
48	371
63	8588
186	10076
145	14013
41	11179
0	11141
115	13730
50	11131
24	645
1	1525
14	11239
0	15441
4969	15282
115	57
48	5830
10	7490
64	5884
253	5922
8	7253
379	626
471	594
182	3574
7	3345
33	6795
1262	1447
10167	2396
94	2396
230	0
39	683
94	993
34	855
49	571
10	244
4	129
93	196
17	6619
118	5681
20	438
11	1566
2573	6084
107	171
126	132
21	5483
64	5009
27	2137
0	5955
15	6036
37	1413
34	756
0	13280
0	13296
19	13697
14	12105
0	13760
0	14241
0	13848
0	13889
46	4230
48	5391
62	2279
73	2374
8	3081
258	3019
40	1181
439	5
83	3679
83	3684
199	594
136	1071
722	1226
94	514
90	802
41	680
62	683
1431	11325
51	7386
1571	11430
43	11458
55	293
75	1465
200	671
32	3479
84	3774
148	3935
59	3921
90	4164
101	0
666	560
191	328
103	0
12	3061
944	4784
61	3346
47	3038
88	4312
14	2307
112	1911
27	1716
161	1827
60	1535
103	1182
21	1335
33	488
100	931
91	215
1	335
28	560
14	394
156	186
33	269
77	1911
62	2910
58	3180
43	3884
0	3884
278	1433
140	2758
429	2766
102	248
0	445
41	2368
35	1335
10	3231
145	0
187	440
61	3494
21	2233
128	1651
111	531
198	484
54	272
891	127
0	573
63	35
76	1916
65	2619
0	3588
23	4662
0	4877
45	1346
121	145
223	2777
41	897
38	700
108	196
37	1875
104	401
27	1408
48	774
340	873
0	1582
164	747
137	935
165	815
25	543
56	492
278	0
32	1531
5	1239
40	499
54	470
32	952
95	1545
0	941
71	8
73	357
3268	5082
394	0
63	5085
82	5087
69	5080
5	4785
244	335
41	263
203	72
83	423
126	362
157	414
88	346
727	5832
3	5832
89	5219
0	4346
60	3633
2246	3451
143	235
141	1544
86	1125
34	3330
30	1795
11	1497
82	0
667	1090
206	291
41	1442
104	1444
55	1148
43	1444
342	3304
52	506
45	483
106	17
1092	17
227	11
126	536
946	2778
23	798
378	214
16	450
975	91
239	1479
42	389
145	93
97	4261
26	987
61	228
74	3427
24	3873
18	1186
57	104
27	1020
2	716
1875	109
75	0
184	2910
61	2461
256	0
166	246
173	48
13	2932
16	2825
107	167
0	2016
83	1991
240	38
184	569
460	0
7	123
201	188
205	151
106	1737
54	1737
126	5170
1645	6461
19	12251
44	13296
78	12443
26	13095
0	13686
0	12950
0	12251
0	9919
234	294
70	490
54	1156
102	312
109	905
22	359
7	6569
4	8926
203	8863
486	6338
36	7386
355	1960
115	720
214	0
119	8196
0	8888
71	7320
28	7174
60	435
106	222
137	15
143	148
0	9116
165	8761
0	8954
0	8599
42	1861
170	2039
94	1185
128	1601
78	1961
39	1609
226	285
37	453
56	4339
158	197
78	6360
61	6360
67	6327
71	811
0	6495
0	6387
67	6327
228	5652
69	5152
41	628
447	1329
252	294
12	332
44	332
87	158
104	287
35	245
154	245
165	0
15	4421
0	4445
237	4474
530	2585
15	3911
158	4122
222	4146
21	1774
28	64
19	1053
9	3558
136	512
84	3229
197	494
121	788
255	3566
37	2912
562	3416
1276	884
41	1143
32	770
577	0
62	100
59	2446
134	0
129	215
273	2475
211	36
168	0
105	87
154	1186
18	318
4	14142
144	14259
82	14541
44	14148
171	97
56	13763
21	12007
41	14243
143	13737
23	14001
18	13917
53	13495
24	14263
36	13506
0	14502
60	13667
73	13400
19	13407
30	12020
61	13719
13	13445
45	13872
17	2871
43	12153
840	10153
126	99
49	1821
56	2523
9	2586
35	2464
50	1114
23	951
300	583
125	808
34	811
1258	6
16	417
10	4675
102	4434
121	248
572	503
171	0
0	1884
140	490
84	476
62	102
187	38
24	767
24	10199
0	11629
0	12123
0	10555
6	12060
0	1221
196	2271
304	2614
1	1317
74	2200
66	1136
463	12
45	2114
12	1679
36	1331
78	1123
436	0
0	2698
1	2287
4	3679
0	3465
1	7385
7	2810
9	3052
0	3521
12	1504
72	2794
0	605
5	1315
92	1207
2	718
51	1045
0	1224
159	3113
90	0
32	305
144	99
63	447
359	393
55	393
360	1857
144	1857
71	2151
120	10929
0	11931
146	1050
271	1
190	341
123	0
76	1582
101	2100
79	265
108	1439
21	1214
0	1994
19	1301
63	11302
36	2450
75	2202
130	1510
135	246
5	2183
78	2198
50	2561
557	2544
79	280
67	3612
78	514
271	338
282	0
76	3512
30	3064
61	9204
128	0
80	335
33	7822
14	7826
58	758
128	9048
50	8517
33	2206
140	3
54	468
114	2203
37	522
0	5053
31	3339
119	378
563	2462
99	405
246	715
58	7846
110	6176
90	193
142	122
325	5634
5	907
0	806
66	829
71	801
68	439
0	4691
29	2675
182	280
18	380
23	3357
0	562
92	355
1	4129
425	443
426	1058
102	2088
21	2226
0	1492
13	1623
0	3110
0	1640
398	398
66	376
49	907
503	713
148	18
456	0
3	1445
933	4653
366	4328
0	3989
44	377
206	1721
0	1999
128	1121
883	2670
253	1865
185	1988
65	927
0	1422
2	4472
154	4508
32	802
948	5975
0	35
44	549
260	6255
0	4894
50	1151
0	3628
0	3737
30	1156
373	1402
70	708
128	1225
1088	1094
47	1582
0	1577
113	85
52	10157
23	375
67	10157
117	8557
42	9170
29	9321
42	2900
94	1055
3522	0
0	3629
2	3629
45	2634
130	1747
546	0
517	16
50	16
291	0
84	723
606	701
212	76
276	0
416	352
653	183
210	0
173	225
151	53
141	172
242	87
333	0
107	0
184	0
266	0
176	0
262	2
51	0
174	2475
738	2113
75	1181
110	1165
128	557
15	663
115	178
110	316
118	106
31	162
103	0
908	0
170	2096
14	2312
74	2255
59	2180
92	3
164	130
131	2656
63	3048
57	2582
84	270
95	10
126	147
222	63
21	4238
4	7461
24	7462
84	6276
478	7189
36	7479
86	8062
19	7234
0	8040
66	721
0	2355
316	156
65	1106
37	1048
58	1032
176	675
138	416
178	357
25	490
57	43
43	173
99	127
115	331
73	215
100	685
14	834
74	284
42	509
59	218
236	45
605	166
0	11384
55	10821
0	11053
0	11384
40	7457
0	12213
20	933
62	72
0	43
0	10387
0	11785
172	50
62	46
301	4323
584	4922
0	5338
0	4961
119	4618
0	4061
12	378
1	470
0	288
130	692
72	1056
44	741
16	646
147	445
56	7131
113	7431
292	7431
70	5030
36	330
92	909
431	1418
1089	673
37	2512
194	0
62	1982
104	200
778	3007
163	2509
47	2067
13	797
0	832
190	0
160	70
218	0
95	3918
114	0
239	11
63	534
18	400
75	473
84	163
68	221
408	32
165	3382
7	4048
38	3637
0	2340
85	0
390	243
109	0
56	3202
0	1890
43	1054
32	503
59	3661
67	2787
104	0
300	0
86	604
37	2625
17	1114
267	4057
0	5051
228	699
21	5014
87	4534
82	0
163	127
162	541
27	114
118	773
219	2623
42	2974
61	2941
122	215
0	3177
132	2752
91	372
80	79
85	0
205	0
60	810
491	810
164	4794
64	1086
340	7609
83	223
23	7388
3	3744
131	4460
67	0
0	1853
30	1444
98	284
3	10097
86	5350
399	6757
373	6586
57	10099
2	857
173	315
126	5
239	245
59	1
17	1308
0	852
53	437
0	1870
155	925
54	178
99	1310
44	1197
116	994
300	2184
47	1281
99	4725
0	4773
259	3315
73	4093
38	820
153	2457
260	2540
168	7649
214	1053
139	7446
111	825
33	549
49	267
51	447
460	0
72	8342
67	4159
50	3736
0	4111
39	8526
16	2473
72	2729
313	827
521	911
786	401
169	3433
82	3377
48	353
149	312
128	72
221	5841
69	4912
46	4828
0	6060
59	3037
322	5781
193	2973
0	3191
113	5060
177	3475
45	2811
1	3296
63	1479
104	771
55	214
1745	2476
