UniqueCount	AmbigCount
28	719
0	1992
50	531
79	93
54	238
77	180
586	716
36	608
52	82
75	73
145	42
217	110
50	395
47	0
29	165
23	1512
87	1443
116	1546
573	2308
120	2300
4167	0
189	0
8	1773
0	1033
7	1154
21	810
0	1219
0	1490
0	520
2	7062
0	6982
53	6644
2	7178
0	6931
55	2236
1	1411
46	1231
445	123
135	0
25	6867
0	7173
0	6984
378	6820
91	7156
22	6923
127	6815
22	6804
0	6934
53	6866
52	928
985	416
132	57
59	2239
109	2239
0	6436
15	5580
118	5652
53	2065
131	2086
60	168
80	2164
483	0
60	1009
71	0
48	374
242	202
58	101
150	0
163	0
652	0
108	202
515	6705
81	5021
49	6938
19	6398
580	3208
237	584
15	3386
21	2982
58	3297
31	2878
4	2115
5	1960
75	1074
59	1431
10	578
190	0
165	311
23	602
338	1074
67	957
249	526
80	606
702	0
134	213
1561	1041
15	115
775	713
453	534
0	3916
20	3718
187	0
222	65
247	139
189	1283
265	1109
42	1243
38	641
184	892
98	718
2419	445
160	420
137	25
43	1480
87	1739
68	1742
8	1532
29	1532
243	0
431	564
352	1853
852	1854
20	1173
370	0
66	6974
53	6974
274	6406
252	407
112	463
102	432
132	288
37	2049
56	1932
99	2049
2336	4196
34	4467
56	562
14	940
4	943
69	861
215	197
157	280
31	2032
150	12939
98	12500
0	8241
48	12264
0	21162
96	2063
36	4351
76	1919
8	7055
377	2079
626	21445
340	1143
0	22227
88	21192
190	355
59	1
137	18309
116	1630
123	1725
180	1903
132	4742
95	1530
82	1774
93	883
634	2039
0	3735
538	3339
45	810
69	1107
58	1124
66	827
199	0
50	592
228	621
123	35
158	781
75	781
91	8495
106	9882
60	13598
39	11022
0	10911
145	13584
25	10877
33	672
0	1672
9	11113
1	15364
4039	15074
126	64
35	5648
16	7445
187	5711
83	5714
8	7142
240	704
308	576
77	3461
8	3368
55	6765
1133	1407
3015	1813
157	1813
230	0
59	657
52	975
44	853
52	547
12	299
13	184
74	180
25	8928
151	7954
69	542
3	1696
1351	8340
110	248
179	181
38	7506
122	7139
32	2721
0	8331
15	8478
39	1602
44	908
0	16379
0	16155
5	16592
29	15002
0	16939
0	17239
0	16807
0	17109
21	4811
58	6154
65	2759
85	2733
7	3573
210	3489
59	1405
389	10
81	3761
77	3764
317	641
132	1097
532	1075
44	414
58	752
63	675
57	626
2051	13430
57	8967
2033	13769
96	13809
94	454
74	1805
109	755
68	3243
61	3392
60	3527
25	3547
61	3859
169	0
666	693
202	381
77	0
35	2915
493	3815
64	3206
32	2728
62	3572
14	2116
59	1669
12	1616
66	1723
70	1460
139	1054
22	1352
69	552
105	1038
79	163
2	346
15	433
17	307
118	135
44	198
27	1529
55	2430
47	2672
24	3283
0	3283
80	1221
68	2467
479	2439
140	234
0	374
79	2044
101	1190
16	2679
145	0
113	341
29	2922
18	1935
337	2022
132	780
113	404
39	248
1179	160
0	508
64	28
172	2697
131	3305
1	3040
13	3926
0	4108
30	1032
142	137
250	2648
86	1163
25	734
371	252
20	1531
81	435
44	1345
66	689
274	728
0	1350
100	640
114	748
119	654
53	658
29	560
185	0
25	2332
14	1915
96	834
100	720
47	1487
162	2348
1	1460
64	6
71	504
2941	4782
177	0
31	4778
56	4780
84	4780
3	4547
298	488
83	412
206	76
149	696
242	614
137	671
188	582
767	4447
8	4447
67	3950
0	4913
42	4095
3723	4071
116	204
78	1465
130	1180
32	3801
9	1809
46	1651
62	0
590	873
377	283
60	1122
52	1122
24	859
37	1122
264	2875
51	457
72	424
184	23
1453	23
151	5
136	484
704	2395
39	716
163	142
12	369
1228	120
291	1315
41	490
294	130
167	4558
32	984
72	266
81	3475
14	4048
25	1244
79	122
33	1334
0	588
1124	124
50	0
85	2790
54	2462
192	0
302	298
87	49
39	5701
53	5671
51	317
0	3746
111	3472
240	71
193	821
1024	0
2	63
90	201
117	93
80	1300
43	1300
51	5548
839	7226
15	15371
89	17846
232	16570
32	17582
0	18371
0	16660
2	15371
0	13255
100	284
79	542
30	1411
58	341
194	1350
34	608
9	6765
9	8836
145	8736
463	5982
31	6842
327	1740
105	634
214	0
33	6539
0	7457
123	6788
28	6640
111	470
66	193
163	14
125	151
0	8517
177	8123
0	8359
0	7965
57	2037
83	1972
169	1264
137	1511
128	2086
33	1727
118	251
13	271
38	3549
192	150
56	5749
60	5748
19	5728
81	831
0	5908
0	5890
118	5728
165	5152
107	4805
52	654
331	1214
261	268
3	311
33	311
120	145
93	326
40	277
149	274
330	0
20	4401
0	4374
247	4405
741	2560
29	3776
84	4020
140	4091
33	1876
38	135
10	808
5	3145
48	407
105	2934
154	392
101	591
167	3071
53	2701
581	2994
960	1050
99	1406
26	964
577	0
76	113
88	2767
120	0
218	260
191	2807
212	32
189	0
107	92
208	1054
27	261
11	12518
34	12562
55	12948
34	12530
218	77
35	12134
42	10570
32	12647
73	12074
31	12380
35	12276
17	11915
49	12694
84	11971
0	12919
58	12089
36	11821
35	11810
16	10561
79	12068
24	11905
18	12220
30	2619
33	10738
415	8875
125	108
47	1616
70	2412
15	2498
28	2388
14	903
18	756
171	449
381	1833
76	1839
1259	23
14	805
9	3136
67	3038
67	129
231	251
205	0
0	1352
82	339
94	467
51	122
320	48
19	550
27	7338
0	8530
0	8939
0	7535
2	8807
0	953
251	1779
253	2301
4	1422
161	1895
49	733
207	7
68	1568
20	1434
43	1146
140	958
327	0
0	3237
2	3217
2	4115
0	3719
0	6502
5	2962
30	3374
0	3817
23	1449
80	2401
0	524
11	1692
68	1549
1	947
94	1383
0	1607
247	4304
60	1
47	417
92	116
26	395
235	247
38	247
223	1848
235	1848
96	3520
55	8472
1	9540
205	1043
271	2
70	235
82	0
162	1784
287	3645
95	362
220	2554
8	1303
0	3425
16	1417
46	9052
38	2445
101	2226
172	1448
110	199
9	3118
134	3148
66	3633
934	3602
116	402
85	2966
109	592
169	232
376	0
54	2667
11	2354
99	9158
102	0
54	306
16	7541
21	7542
74	742
98	9023
40	8230
83	2270
70	2
188	608
90	2265
103	665
0	4930
109	3290
112	392
754	2458
104	387
301	766
49	7851
161	6203
74	174
171	147
417	5472
8	776
0	743
14	669
43	705
78	332
0	4465
14	3626
139	284
22	505
14	2694
1	834
65	480
1	4732
561	505
371	1339
175	2462
26	2744
0	1827
28	2085
0	3545
0	2062
659	488
38	290
56	1007
210	777
135	11
760	0
2	1851
1789	5562
507	5163
0	4841
128	357
322	1444
0	1653
75	877
887	2553
162	1663
149	1991
75	1128
1	1592
5	5524
150	5591
54	893
567	6469
0	39
77	597
265	6618
0	5120
44	1288
0	4576
0	5027
20	1146
347	1362
34	623
103	1212
2177	1195
31	1754
0	1596
101	93
33	7646
15	361
89	7644
84	6448
77	7059
10	6790
37	2287
56	751
1408	0
0	4571
5	4571
79	3437
129	2267
218	0
409	46
124	46
436	0
82	672
614	606
150	42
414	0
269	313
340	126
394	0
241	154
60	26
90	129
215	103
742	0
80	0
184	0
177	0
176	0
524	1
127	0
317	2769
501	2314
25	991
78	997
100	550
36	713
74	237
33	246
296	152
25	200
103	0
681	0
91	1666
11	1830
79	1779
37	1732
155	2
146	107
100	2538
50	3134
90	2504
139	431
135	21
184	203
132	47
34	5927
25	10043
51	10045
46	8402
591	9456
90	10086
114	10687
45	9828
0	10630
68	955
0	2928
194	200
190	1261
37	1187
18	985
148	566
71	385
96	325
64	544
77	58
48	165
159	139
187	412
53	186
129	921
9	1116
62	359
69	723
156	351
116	60
907	271
0	15768
135	15158
0	15424
0	15768
120	10492
0	16952
21	1424
38	79
0	96
0	14532
0	16251
320	68
116	71
436	4905
383	5628
0	6132
0	5695
136	5322
0	4652
17	444
1	576
0	342
166	716
42	1206
82	908
18	826
148	571
53	7224
118	7583
157	7584
61	5039
97	371
48	924
780	1534
1373	836
80	2733
291	0
40	1774
59	112
508	3045
139	2485
90	2267
22	761
0	820
212	0
131	93
196	0
98	4308
190	0
163	6
147	712
14	520
77	619
79	175
77	279
514	29
186	3717
17	4364
21	3955
0	2611
143	0
526	267
73	0
63	3495
0	2091
28	1069
55	557
38	3229
85	2733
260	0
150	0
47	532
16	2082
15	1027
343	4259
0	5366
201	791
14	5325
48	4731
184	0
401	188
98	566
35	134
105	646
155	2284
51	2630
40	2547
89	180
0	2788
42	2345
92	315
120	60
57	1
273	1
43	439
251	439
351	3982
87	1221
165	5665
96	270
9	5399
3	2678
53	3253
75	0
0	1780
59	1474
119	271
2	8582
53	4296
256	5487
377	5389
53	8584
3	725
120	266
107	6
299	234
51	3
12	838
0	630
44	297
0	1092
74	504
71	151
114	857
53	753
92	956
235	2018
129	1427
95	4385
0	4582
185	3067
58	3805
32	808
120	2242
212	2323
96	4720
231	728
101	4581
56	485
31	309
34	195
67	426
276	0
52	9274
70	5405
80	4933
0	5381
36	9607
32	3587
177	3898
248	932
602	1029
642	422
143	3136
82	3092
93	578
80	488
175	146
162	5456
99	4723
67	4553
0	5675
56	2867
271	5384
147	2806
0	3076
101	4742
77	3040
73	2589
3	3043
80	1367
137	867
66	232
784	2029
