UniqueCount	AmbigCount
861	7548
17	7524
84	8253
31	7335
0	8240
176	823
0	2341
326	161
147	1138
51	1049
36	1065
96	587
107	482
183	340
76	668
149	99
78	267
68	93
172	455
87	142
202	829
8	972
114	302
67	636
72	291
112	48
678	200
0	12890
48	12322
0	12513
0	12890
61	8473
0	14078
21	1073
123	123
0	72
0	11810
0	13627
216	66
148	82
96	4486
779	5215
0	5565
0	5145
164	4881
0	4224
26	465
0	439
1	296
98	800
139	1307
77	913
7	660
122	523
89	8639
37	8909
447	8909
137	6240
47	366
64	1108
773	1807
812	511
41	2258
174	0
69	2391
99	193
448	2399
77	2019
55	1555
14	847
0	986
424	0
144	127
174	0
68	3840
85	0
300	12
43	456
19	313
45	379
92	229
137	307
516	24
205	3337
13	3934
38	3570
0	2447
143	0
242	214
43	0
54	3139
0	2061
62	1071
41	493
33	2588
37	2037
117	0
135	0
188	662
25	1950
13	711
351	3428
0	4236
138	588
12	4196
41	3776
138	0
180	136
130	481
23	110
116	806
147	2550
41	2935
50	2920
55	172
0	3163
118	2765
148	404
120	70
95	0
137	0
52	511
344	511
133	4113
104	1076
167	6098
54	204
16	5931
1	2912
123	3760
150	0
0	1626
44	1261
99	240
0	8032
64	4777
349	5965
509	5866
38	8034
9	897
148	276
106	6
249	165
47	1
2	872
0	796
51	294
0	1360
157	752
64	144
145	1225
55	801
174	1190
313	2087
88	1497
37	3883
0	4193
192	3002
125	3805
21	714
119	1984
161	1974
117	7721
299	1127
186	7546
80	738
38	512
42	293
37	495
276	0
64	13370
152	7597
64	6646
0	7499
100	13771
33	4677
111	5086
237	1277
405	1099
706	430
288	4779
84	4687
70	532
126	459
183	119
185	4429
102	3897
37	3700
0	4595
27	2389
258	4364
372	2344
0	2497
38	3776
58	2527
34	2171
0	2555
76	1166
74	673
98	204
857	1544
