UniqueCount	AmbigCount
41	0
604	733
205	216
67	928
43	928
24	714
28	928
129	1982
37	410
92	396
118	24
1452	24
202	5
81	423
476	1562
27	504
285	118
18	304
727	98
177	800
61	430
152	82
115	5217
16	853
109	282
93	4253
36	4788
67	1400
49	67
25	1400
0	594
936	69
84	0
229	3486
85	3184
115	0
130	238
83	52
19	2934
19	2897
179	239
0	1908
57	1819
127	32
127	484
460	0
1	51
62	109
156	117
110	2078
67	2078
79	6789
2037	8718
41	17292
35	19448
132	18132
120	19176
0	19918
0	18542
0	17294
0	14342
120	320
55	558
36	1547
111	394
86	1223
25	507
10	4793
2	6252
97	6218
402	4280
16	4869
198	1182
112	493
96	0
20	7466
0	8409
79	7160
30	7052
119	508
88	222
111	5
109	108
0	6916
92	6682
0	6877
0	6643
114	1692
59	1631
107	1002
134	1292
81	1671
25	1456
279	235
53	528
69	3727
96	127
113	7699
50	7699
36	7665
65	951
0	7907
0	7833
79	7665
603	7010
103	6408
70	780
728	1754
561	254
4	284
18	284
44	117
138	396
52	345
206	351
165	0
14	4366
0	4387
193	4415
493	2490
24	3822
110	4032
234	4076
28	1946
89	203
16	898
3	3005
179	493
254	2799
160	427
123	690
152	2892
25	2555
186	2669
776	726
68	970
17	638
721	0
114	91
33	1857
201	0
93	148
238	1867
127	33
315	0
96	49
2014	9050
500	4455
102	107561
854	109590
476	109618
205	106022
3220	1076
350	105400
458	91083
232	106758
1239	103250
204	105568
349	105235
539	101907
169	107261
317	101735
0	108499
547	102674
306	100658
164	100790
165	91014
141	103126
190	101450
170	104602
118	21440
353	92096
6426	77164
1443	838
57	1705
92	2456
11	2554
9	2432
73	1008
12	811
133	458
170	1149
68	1151
839	9
14	562
3	3994
150	3836
70	149
452	379
205	0
0	1522
120	432
37	356
122	92
141	29
23	659
18	7391
0	8685
0	9049
0	7950
9	9032
0	975
367	1766
196	1896
0	913
68	1633
166	849
138	6
122	1741
23	1654
46	1171
82	1007
196	0
0	3211
2	3543
3	4137
0	3676
1	5874
10	2905
27	3249
0	3765
13	1357
44	2412
0	471
14	1704
147	1555
0	746
26	1180
0	1722
310	3725
67	0
16	312
139	124
27	375
319	635
153	635
434	2603
185	2603
78	2937
104	9962
1	10884
262	1001
362	4
75	255
82	0
75	1516
131	2919
38	224
129	1940
26	1171
0	2805
15	1275
57	10364
72	2456
55	2196
129	1542
259	237
16	3154
103	3177
49	3671
941	3646
121	409
33	3476
127	676
231	330
112	0
131	3274
19	2786
92	10580
128	0
91	353
28	8938
17	8940
47	746
106	10438
132	9976
37	2335
68	4
79	656
61	2331
87	746
0	5909
55	3889
109	455
749	2812
162	480
586	889
41	7123
119	5722
89	191
102	102
695	5022
11	908
0	762
50	858
103	822
144	457
0	3779
60	4440
95	228
18	433
49	4948
3	1030
70	602
0	4490
558	433
698	1344
154	2449
21	2539
0	1588
36	2332
0	3086
0	1937
1299	552
30	223
41	955
199	730
222	18
380	0
1	1611
2377	5387
233	4984
0	4635
132	290
168	911
0	1083
57	528
514	3066
439	2211
335	2330
63	1014
3	1622
1	4816
251	4845
45	917
914	5862
0	31
34	629
181	5613
0	4332
38	1089
0	3677
0	3796
30	990
583	1517
23	672
49	1182
1367	1120
45	1724
0	1678
119	88
57	10533
25	551
127	10533
198	8923
60	9523
13	9309
43	2967
99	1101
1761	0
0	4304
7	4304
78	3481
195	2313
218	0
689	27
84	27
582	0
106	687
444	648
297	76
414	0
585	370
660	156
526	0
446	186
73	38
94	149
169	105
333	0
107	0
184	0
266	0
352	0
314	0
68	0
119	2100
551	1769
30	912
141	964
141	509
27	626
76	190
113	328
414	143
26	196
86	0
908	0
143	1763
13	1899
63	1868
24	1803
124	2
104	86
60	2876
65	3461
109	2898
111	389
310	39
77	176
92	57
22	4182
14	7297
44	7301
41	6050
527	6926
47	7321
73	7742
28	7125
0	7711
55	716
0	2292
99	137
67	977
39	918
30	803
167	607
92	304
66	298
31	374
76	44
20	129
159	232
72	249
158	352
89	532
15	639
76	219
44	403
125	200
318	54
604	176
0	12832
125	12368
0	12611
0	12832
61	8466
0	13769
26	1214
59	83
0	38
0	11862
0	13100
212	68
143	84
116	5503
379	6336
0	6845
0	6339
268	6001
0	5206
24	581
1	639
0	407
189	997
141	1494
85	1014
8	751
62	532
58	7001
85	7343
431	7343
36	4683
97	376
36	728
298	1221
891	588
25	2349
388	0
51	1804
119	184
739	2841
125	2342
46	1933
33	868
0	847
424	0
198	82
327	0
101	3457
142	0
403	20
59	394
13	267
38	311
158	268
68	317
410	37
140	2969
4	3476
24	3125
0	2082
286	0
311	199
58	0
60	2806
0	1715
54	969
32	414
43	3610
51	2814
117	0
120	0
70	600
35	2782
27	1356
232	2192
0	2621
111	392
4	2597
47	2392
184	0
121	63
185	388
38	112
198	934
194	2935
57	3346
56	3261
94	200
0	3577
93	3040
103	428
107	94
95	0
82	0
48	578
352	578
100	3220
216	1588
210	4882
53	202
10	4770
6	3072
33	2619
67	0
0	1748
57	1390
117	238
4	9213
57	4854
483	6323
398	6198
50	9213
5	824
133	285
65	1
244	210
70	2
4	1134
0	663
55	394
0	1560
65	666
54	160
84	1029
82	1073
105	751
130	1376
54	972
56	2875
0	3064
182	2076
75	2623
16	531
94	1539
124	1538
177	11545
134	1117
307	11369
37	704
55	769
31	399
36	559
184	0
65	8516
53	3848
50	3445
0	3789
47	8672
13	2423
113	2646
237	688
258	780
952	337
164	3892
138	3841
61	542
200	475
200	106
111	6159
141	5351
127	5220
0	6333
46	2971
500	6056
104	2920
0	3133
97	5335
166	3477
70	2749
2	3244
38	1400
150	812
151	256
1729	2670
